"RegionName","City","State","Metro","CountyName","SizeRank","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09"
"Oceanfront","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2850,2825,2850,2850,2750,2850,2850,2850,2850,3250,2900,2850,2825,2800,2600
"East Cambridge","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",257,,,,,,,,,,,,,,,,,,,,,,3040,2954,2890,2842.5,2725,2900,2890,2809,2875,3023,2907,2984,2886.5,2900,3000,2919.5,2900,2904,2883,2883,2929,3100,2954,3000,2800,2995,3000,3000,3000,2900,2600,2787.5,2355,2265,2525,2511,2600,2700,2900,2500,2425,2500,2600,2500,2500,2775,2800,2800,2800,2800,2900,2800,2826,2770.5,2600,2600,2650,2600,2745,2794,2700,3000,2997.5,2982.5,3095,3100,2977,2732,2750,2800,2712.5,2583,2665,2680,2750,2850,2937.5,3000,2949,2700,2990
"Ballard","Seattle","WA","Seattle-Tacoma-Bellevue","King",258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1475,1495,1600,1797.5,1695,1795,1680,1695,1695,1895,1850,1795,1672.5,1572.5
"East Rock","New Haven","CT","New Haven-Milford","New Haven",259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1550,1650,1495,1400,1450,1500,1475,1500,1550,1550,1637.5,1650,1675,1650,1600,1600,1587.5,1550
"Beacon Hill","Boston","MA","Boston-Cambridge-Newton","Suffolk",260,,,,,,,,,,,,,,,,,,,,,,2275,2175,1825,1800,1825,1850,2000,2010,2200,2200,2200,2200,2500,2500,2400,2400,2250,2300,2500,2600,2695,2700,2700,2600,2550,2550,2500,2600,2600,2550,2575,2500,2500,2400,2400,2400,2400,2600,2600,2500,2300,2300,2400,2400,2450,2400,2400,2400,2500,2550,2600,2500,2600,2600,2600,2625,2400,2400,2600,2200,2400,2675,2560,2600,2700,2684,2400,2600,2500,2500,2500,2525,2775,2725,2775,2750,2750,2750,2750,2700,2700
"Upper Eastside","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.5,1700,1700,1725,1625,1800,1900,1650,1850,1750,1850,1862.5,1825,1825,1850,1850,2000,2200,2125,2000,1875,1900,2042.5
"West Cambridge","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3025,2500,2700,2897.5,2800,2625,2600,2575,2800,2800,2725,2750,2800,2950,2650,2400,2675,2695,2600,2400,2700,2900,2950,3197.5,3100,3000,2960,2900,2600,2525,2500,2500,2425,2500,2635,2845,3000,3000,3300,3300,3180
"Little Italy","New York","NY","New York-Newark-Jersey City","New York",263,,,,,,,,,,,,,,,,,,3200,3047.5,3200,3000,3000,3000,3295,3372.5,3450,3495,3495,3495,3300,3395,3495,3495,3495,3395,3495,3495,3495,3495,3495,3495,3500,3650,3595,3495,3450,3437.5,3495,3495,3495,3500,3750,3600,3550,3600,3850,3695,3800,3700,3800,4000,3400,3495,3595,3595,3500,3495,3437.5,3485,3400,3395,3500,3600,3495,3595,3500,3500,3700,3595,3595,3400,3400,3595,3500,3595,3495,3595,3595,3600,3495,3395,3300,3395,3457,3400,3495,3495,3500,3595,3600,3400,3395
"East Somerville","Somerville","MA","Boston-Cambridge-Newton","Middlesex",264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1850,1800,1900,1850,1950,2000,2190,2200,2100,2190,2350,2300,2300,2100,2137.5,2500,2500,2500,2500,2490,2500,2500,2100,2100,2300,2300,2375,2425,2400,2250,2200,2450,2550,2750,2625,2400,2250,2300,2125,2200,2424,2777.5,2700,2537.5,2500,2500,2650,2500,2300,2300,2500,2600,2750,2975,2950,2800,2587.5,2500
"Noble Square","Chicago","IL","Chicago-Naperville-Elgin","Cook",265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1800,1875,2050,2100,2050,1995,2000,2095,1900,1950,1900,1925,1872.5,2100,2100,2100,2000
"Spring Hill","Somerville","MA","Boston-Cambridge-Newton","Middlesex",266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295,2150,2357.5,2400,2400,2450,2315,2400,2400,2300,2400,2400,2425,2385,2300,2375,2400,2550,2600,2500,2595,2600,2800,2800,2700,2700,2625,2425,2562.5,2575,2300,2300,2175,2250,2600,2700,2800,2700,2725,2600,2625,2500,2575,2450,2750,2800,2750,2962.5,2987.5,2875,2900,2750,2650,2550,2600,2550,2500,2575,2600,2900,3000,2850,2800,2900,2600
"Isle of Normandy","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1525,1550,1550,1600,1575,1525,1550,1487.5,1450,1412.5,1450,1550,1550,1700,1750,1750,1775,1625,1650,1650
"Chestnut Hill","Brookline","MA","Boston-Cambridge-Newton","Norfolk",268,,,,,,,,,,,,,,,,,,,,,,,,1980,1980,1847.5,1850,1847.5,1885,1930,1980,2062.5,1920,2065,2095,2100,2110,2100,2005,2015,2045,2070,2105,2070,2095,2135,2100,2150,2185,2240,2200,2240,2270,2200,2230,2255,2255,2255,2250,2310,2335,2330,2330,2430,2430,2350,2362.5,2372.5,2340,2370,2335,2340,2335,2335,2377.5,2340,2535,2420,2430,2455,2390,2510,2530,2800,2695,2790,2995,2730,2600,2730,2700,2730,2700,2730,2730,2700,2795,2500,2425,2680,2690,2700
"Cobble Hill","New York","NY","New York-Newark-Jersey City","Kings",269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2937.5,2787.5,2625,2725,2995,2840,3100,3100,2900,2900,2700,2725,2700,2725,2795,2900,3000,3176,2800,3000
"Chinatown","Boston","MA","Boston-Cambridge-Newton","Suffolk",270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695,2875,3300,3275,3310,3000,3020,3200,3065,2995,2900,2948,2745,2795,2895,3000,2795,3000,2934.5,3139.5,3300,3300,3284.5,3250
"Auburndale","Newton","MA","Boston-Cambridge-Newton","Middlesex",271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,1925,2092.5,2200,2100,2060,2100,2100,2100,2030,2027.5,2050,2050,2100,2112.5,2100,2100
"Edgeworth","Malden","MA","Boston-Cambridge-Newton","Middlesex",272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1900,1825,1825,2000,2000,1900,1900,1797.5,1800,1625,1600,1725,1725,1800,1995,2245,2000
"West Woodlawn","Chicago","IL","Chicago-Naperville-Elgin","Cook",273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.5,1150,1150,1100,1150,1150,1150,1125,1095,1100,1100,1150,1128,1128,1200,1250,1225,1200,1200,1162.5,1150
"East Ukrainian Village","Chicago","IL","Chicago-Naperville-Elgin","Cook",274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,1872.5,1915,1895,1895,1895,1910,1900,2000,2100,2200,2025,1962.5,1895,1895,1895,1895,1895,1895,1895,1975,2100,2172.5,2200,2300,2100,1895
"Old Town Triangle","Chicago","IL","Chicago-Naperville-Elgin","Cook",275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,1800,1950,1950,1940,2000,2200,2004,1950,1950,2013.5,2015,1995,2025,2025,2089,2270,2062.5,2100,1965,2000
"Shaw","Saint Louis","MO","St. Louis","Saint Louis City",276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,860,900,947.5,900,950,1025,975,925,1000,1000,1075
"Old City","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1795,1850,1935,1870,1895,1870,1695,1660,1795,1749.5,1795,1767,1599,1650,1850,1874.5,1899,1795,1717
"Wellington-Harrington","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2500,2800,3000,2800,2750,2650,2600,2550,2450,2595,2500,2497.5,2650,3000,3050,2825,3000,3100,2900,2800
"Victoria Park","Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward",279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1375,1400,1350,1400,1350,1450,1450,1450,1450,1375,1350,1350,1300,1492.5,1495,1500,1500,1400,1422.5,1400
"West Loop Gate","Chicago","IL","Chicago-Naperville-Elgin","Cook",280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720,1735,1935,2013,2100,2088,2105,2123,2126,2250,2189.5,1999.5,1675,1700,1955,1750
"East Chatham","Chicago","IL","Chicago-Naperville-Elgin","Cook",281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,965,1044,1044,1044,1044,1000,1000,950,950,999.5,950,1000,980,1000,980,900,990,838,800
"Midtown - Winn Park Capital Avenue","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento",282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1275,1337.5,1207.5,1255,1292.5,1272.5,1300,1195,1250,1300,1260,1295,1350,1295,1300
"New Eastside","Chicago","IL","Chicago-Naperville-Elgin","Cook",283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,2145,2122,2038,2033,1901,1930,1930,1955,2173,1957,1939,1911,2098,1925.5,1966,1891,1943.5,1925.5,1916,1925.5,2008,2003.5,2039.5,1955,1910,1906,2005,2095,2067,2092,2092.5,2099.5,2118,2099.5,1900
"West End","Boston","MA","Boston-Cambridge-Newton","Suffolk",284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2850,2825,2800,2855,2811.5,2827.5,2777.5,2852.5,2800,2855,2880,2800,2855,2900,2865,2900,3035,3000,3090,3100,3000,3050
"North Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1495,1450,1410,1472.5,1500,1465,1450,1482.5,1450,1435,1365
"Old Town","Chicago","IL","Chicago-Naperville-Elgin","Cook",286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2037.5,1887,2087,1990,2035,2200,2176,2195,2450,2397.5,2425,2400,2395,2192,2111,2175,2245,2200,2139.5,2250,2395,2295,2350,2395,2200,2495
"Marlyville-Fontainebleau","New Orleans","LA","New Orleans-Metairie","Orleans",287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1650,1600,1412.5,1500,1400,1325,1350,1350,1500,1500,1500,1600,1600,1500,1575,1525,1550
"River North","Chicago","IL","Chicago-Naperville-Elgin","Cook",288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,2000.5,2127.5,2000.5,2150,2250,2252.5,2229.5,2277.5,2251,2251,2300,2300,2250,2170,2136,2201,2173,2239,2379,2543,2624,2479.5,2530.5,2500,2470,2630,2500,2458.5,2454,2285,2490,2562,2496,2497,2520,2627,2630,2502,2488,2500,2613.5,2500,2412.5,2313,2364.5,2390,2392,2338,2338,2340.5,2300,2238,2300,2300,2300,2300,2313,2350,2443,2350,2200,2254,2300,2300,2220,2367,2500,2390,2394,2350,2394,2507
"Ukrainian Village","Chicago","IL","Chicago-Naperville-Elgin","Cook",289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.5,1750,1692.5,1795,1800,1800,1800,1895,1800,1900,1862.5,1900,1950,1900,1925,1950,2045,2150,1950,1950,1925
"Southside Flats","Pittsburgh","PA","Pittsburgh","Allegheny",290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.5,1495,1472.5,1499,1445,1500,1470,1350,1395,1350,1350,1350,1350,1400,1350,1397.5,1350,1350,1350,1295
"Newhallville","New Haven","CT","New Haven-Milford","New Haven",291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1100,1100,1100,1100,1095,1100,1100,1147.5,1100,1195,1150,1195,1172.5,1100,1125,1150
"NoHo","New York","NY","New York-Newark-Jersey City","New York",292,,,,,,,,,,,,,,,,,,,,,,,,,4710,4847.5,4200,4445,4697.5,4637.5,3850,3875,3650,3650,3695,3695,3650,3695,3700,3895,3857.5,4050,3900,3795,3650,3750,3750,3799,3800,3900,4095,4395,4500,4500,4550,4500,4350,4272.5,4300,4395,4500.5,4000,4200,4295,4395,4495,4525.5,4495,4495,4595,4650,4500,4500.5,4495,4172.5,4498,3995,4022.5,3972.5,4095,4295,3995,3925,4200,4095,4247.5,4212.5,4195,4395,4350,4295,4300,4150,3995,4212.5,4060,4187.5,4525.5,4900,4448,5150,4697.5
"Union Station","Denver","CO","Denver-Aurora-Lakewood","Denver",293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2772.5,2750,2700,2700,2700,2795,2772.5,2772.5,2772.5,2750,2850
"Fulton River District","Chicago","IL","Chicago-Naperville-Elgin","Cook",294,,,,,,,,,,,,,,,,,,,,,,,,,,2020.5,1998,1919,1888,1776,1798.5,1865.5,1862,1840,2002,1953,1950,1989,1999.5,2000,2000,1979.5,2001,1980,1980,2035,2050,2065,2075,2065,2050,2050,2042.5,2047,2100.5,2103,2063,2097.5,2086,2058.5,2061,2182,2130,2130.5,2087,2140,2107.5,2100,2075,2081,2096.5,2078.5,1992.5,1941.5,2050,2102,2135,1950,2115,2155,1897.5,2064.5,1960.5,1950,2035,2000,2058,2074,2130,2061,2037,2101,2044,2070,2070,2095,2103,2140,2375,2300,2342.5,2310
"Magoun Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex",295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2100,1950,2100,2100,2400,2400,2450,2400,2425,2422.5,2350,2100,2070,2400,2550,2550,2500,2500,2500,2500,2550,2550
"Garment District","New York","NY","New York-Newark-Jersey City","New York",296,,,,,,,,,,,,,,3300,3300,3495,3580,3495,3566,3590,3495,3455,3455,3412.5,3299.5,3350,3400,3450,3500,3495,3495,3495,3550,3595,3450,3450,3450,3500,3500,3500,3500,3500,3350,3300,3300.5,3300,3390,3390,3395,3480,3547.5,3300,3400,3400,3397.5,3495,3500,3550,3400,3501.5,3650,3500,3462.5,3400,3800,3897.5,3650,3701,3800,3797.5,3600,3500,3500,3395,3872.5,3800,3595,3919.5,3790,3895,3790,3650,3850,3950,3977.5,3895,3790,3970,3969,3982,3979.5,3687,3646,3600,3641,3626.5,3615,3695,3911.5,3950,3995,3895
"Lincoln Square","Chicago","IL","Chicago-Naperville-Elgin","Cook",297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1495,1595,1590,1595,1525,1525,1525,1525,1495,1475,1562.5,1500,1500,1515,1465,1600,1647.5,1550,1510
"South Pointe","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900,5950,5500,5500,5500,5000,5200,5500,4900,5000,4900,4900
"Teele Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex",299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2387.5,2500,2700,2850,2800,2700,2800,2800,2750,2550,2500,2400,2500,2700,3000,3000,2850,3000,2725,2700
"Central Hill","Somerville","MA","Boston-Cambridge-Newton","Middlesex",300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2195,2445,2400,2050,2400,2500,2500,2495,2375,2325,2400,2500,2690,2337.5,2390,2100,2200,2200,2350,2510,2600,2500
"Central Business District","Orlando","FL","Orlando-Kissimmee-Sanford","Orange",301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,1460,1438.5,1590,1455,1483,1678,1615.5,1663,1710.5,1815,1647.5,1500.5,1300,1534,1632,1551
"Wrigleyville","Chicago","IL","Chicago-Naperville-Elgin","Cook",302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1995,1850,1950,2075,1900,1770,1700,1697.5,1650,1737.5,1787.5,1895,1950,1900,1912.5,1900,1900,1830,1797.5
"Ball Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex",303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3247.5,3000,3000,3175,3000,2700,2750,2700,2700,3000,3500,3450,3200,3000,2850,2700
"Corey Hill","Brookline","MA","Boston-Cambridge-Newton","Norfolk",304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2497.5,2700,2400,2525,2875,2708.5,2850,3100,2600,2695,2850,2800,2650,2900,2800,2430,2350,2405,2800,2595,2595,2575,2550,2550,2500,2500
"French Quarter","New Orleans","LA","New Orleans-Metairie","Orleans",305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1900,1925,1850,1850,1800,1750,1800,1800,1850,1800,1850,1800,1825,1772.5,1900,1787.5,1725,1725,1695
"Dearborn Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,1896,1892,1935,1920,1895.5,1990,2019.5,2069,2147.5,2150,2200,2067.5,2306.5
"South East Ravenswood","Chicago","IL","Chicago-Naperville-Elgin","Cook",307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,1350,1350,1350,1512.5,1395,1250,1125,1115,1230,1235,1320,1250,1410,1402.5,1250,1345,1350,1350,1407.5,1250
"River West","Chicago","IL","Chicago-Naperville-Elgin","Cook",308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2050,2100,2105,1975,2100,1950,2025,1782.5,2000,1781.5,1758.5,1763,1758,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1674.5,1650,1650,1700,1862.5,1872.5,1950,1850,1794,1815,1985,1950,1965,2000,1922.5,1968.5,2099,2121,2300
